price,seller_rating,seller_reviews,product_images,description_length,shipping_time_days,spelling_errors,domain_age_days,contact_info_complete,return_policy_clear,payment_methods_count,views,purchases,wishlist_adds,certification_badges,warranty_months,bulk_orders,unusual_payment_patterns,ip_location_mismatch,is_counterfeit,seller_country,shipping_origin,brand_suspicious,category_Cosmetics,category_Electronics,category_Fashion,category_Luxury Goods,category_Pharmaceuticals
155.36,3.8,967,3,357.0,27.0,1,2795,1,0,2,3886,258,230,2.0,0.0,1,0,0,1,0,0,1,0,1,0,0,0
143.35,4.0,10,3,528.0,8.0,0,1084,1,1,5,3157,169,207,2.0,1.0,0,0,0,0,9,5,0,0,1,0,0,0
54.02,4.4,0,1,534.0,19.0,0,2354,1,0,3,4410,338,235,0.0,12.0,0,0,0,1,3,3,1,0,0,0,0,1
294.77,4.2,3923,1,393.0,13.0,0,2667,1,1,1,3167,368,189,4.0,16.0,0,0,0,0,6,7,0,1,0,0,0,0
200.07,4.0,869,5,866.0,1.0,0,1635,1,1,1,2339,325,66,1.0,20.0,1,0,0,0,4,6,0,0,0,0,0,0
163.95,4.3,3005,4,20.0,4.0,0,1857,1,0,2,4423,396,118,2.0,13.0,0,0,0,0,8,8,1,1,0,0,0,0
138.3,4.1,0,5,335.0,14.0,2,5,0,0,2,499,65,31,0.0,11.0,0,0,1,1,9,8,1,0,0,1,0,0
116.1,5.0,3916,10,936.0,11.0,0,1425,0,0,3,2819,383,99,1.0,32.0,0,0,0,0,0,7,0,0,0,0,1,0
5.0,3.2,1442,4,472.0,32.0,0,241,0,0,1,2958,359,182,1.0,7.0,0,1,0,0,7,2,0,0,0,1,0,0
207.05,3.3,2372,3,393.0,23.0,3,1339,0,1,3,3827,232,123,0.0,13.0,0,0,0,1,3,6,1,0,1,0,0,0
270.04,4.9,954,3,332.0,25.0,0,1865,0,1,2,2320,93,40,4.0,23.0,0,0,0,0,2,2,0,1,0,0,0,0
191.72,2.9,5120,2,294.0,16.0,2,614,1,1,3,2301,259,123,0.0,11.0,1,0,0,1,5,5,1,0,0,0,1,0
261.8,3.3,335,1,231.0,8.0,0,1143,0,1,2,4444,525,306,1.0,15.0,0,1,1,1,4,8,1,1,0,0,0,0
130.97,4.5,1484,3,448.0,16.0,1,1878,1,1,2,813,44,49,0.0,13.0,0,0,0,0,8,5,0,1,0,0,0,0
101.68,3.9,701,7,528.0,7.0,0,3885,0,0,4,1281,16,87,2.0,13.0,1,0,1,1,3,8,1,1,0,0,0,0
44.23,3.1,421,6,616.0,25.0,1,2122,1,1,5,4993,384,343,4.0,9.0,1,0,0,0,1,9,0,0,0,1,0,0
140.29,4.2,3838,3,481.0,4.0,0,3159,1,1,2,2800,395,88,2.0,9.0,1,0,0,1,6,7,0,0,0,0,0,0
119.58,3.9,2988,7,312.0,15.0,0,199,1,1,3,3513,516,33,3.0,10.0,0,0,0,0,0,9,0,0,0,1,0,0
247.84,4.3,4529,3,514.0,6.0,0,5,1,0,3,4878,642,234,0.0,8.0,0,0,0,0,7,3,0,0,0,0,0,1
154.57,3.8,0,5,403.7255102040816,9.0,2,37,0,1,4,2948,328,67,3.0,8.0,0,0,1,1,8,8,1,0,0,1,0,0
166.51,4.5,0,3,221.0,4.0,0,2720,0,1,2,2320,234,122,0.0,9.0,0,0,0,1,7,8,1,0,1,0,0,0
94.98,3.7,1827,6,549.0,41.0,1,2263,1,0,1,3070,199,230,2.0,6.0,0,0,0,1,0,6,1,0,0,0,0,1
111.65,3.5,58,4,506.0,13.0,1,2311,1,1,1,616,74,44,0.0,0.0,0,0,0,0,1,7,0,0,0,0,1,0
115.53,4.9,3908,2,336.0,8.0,0,187,1,1,4,344,38,17,3.0,12.0,1,0,0,0,0,9,0,0,0,0,0,0
201.5,5.0,421,5,849.0,14.0,0,2398,1,1,3,764,110,6,1.6757142857142857,14.0,1,0,0,0,9,2,0,0,0,1,0,0
57.52,3.6,0,5,20.0,23.0,2,1288,0,0,2,3406,480,200,0.0,9.0,0,0,1,1,2,5,0,0,0,1,0,0
142.59,3.0,1496,6,241.0,14.0,0,2008,1,1,1,3033,65,35,0.0,12.0,1,0,0,1,7,0,1,0,0,0,0,1
128.52,3.5,6135,5,897.0,8.0,0,2604,1,0,2,4928,406,338,4.0,23.0,0,1,0,0,2,3,0,0,0,1,0,0
123.65,3.4,0,1,243.0,16.0,1,311,1,1,2,3717,102,286,0.0,12.0,0,0,0,1,7,4,0,0,0,0,0,1
102.04,3.9,1649,4,332.0,27.0,1,1230,1,1,3,2628,289,124,0.0,8.0,0,0,1,1,0,3,1,0,0,1,0,0
158.3,4.6,1558,8,454.0,11.0,1,1967,1,0,4,1788,196,137,3.0,1.0,1,0,1,0,9,0,0,0,0,0,1,0
123.94,4.7,368,2,333.0,11.0,2,689,1,0,3,734,57,23,1.0,6.0,0,0,0,1,0,3,0,0,0,0,0,0
100.71,3.8,0,3,378.0,34.0,3,319,1,0,1,4753,485,222,3.0,8.0,0,1,0,0,3,8,0,1,0,0,0,0
56.33,3.5,0,3,20.0,8.0,0,164,0,0,1,2949,128,119,3.0,4.0,0,0,0,1,5,9,1,0,1,0,0,0
5.0,3.2,618,2,658.0,10.0,1,2851,0,1,1,4487,225,139,0.0,0.0,1,0,0,1,6,4,0,1,0,0,0,0
208.0,4.4,1688,3,20.0,5.0,1,1325,1,1,2,3546,250,61,4.0,12.0,1,0,0,0,4,6,0,0,1,0,0,0
146.24,3.1,0,3,134.0,41.0,2,2920,1,1,3,4501,49,66,1.0,11.988333333333333,0,0,0,0,4,1,0,0,0,1,0,0
151.56,4.2,1397,5,462.0,26.0,0,1539,0,1,1,4557,120,107,2.0,12.0,0,0,0,1,1,5,0,0,1,0,0,0
169.62,3.6,2167,5,591.0,13.0,1,407,1,1,2,4490,294,256,4.0,12.0,1,0,0,0,7,3,0,1,0,0,0,0
88.85,3.9,2032,3,354.0,15.0,2,1332,0,0,6,3932,355,156,3.0,0.0,0,0,0,1,4,6,1,0,1,0,0,0
308.96,4.7,2096,6,880.0,1.0,0,2395,1,0,4,3113,39,136,3.0,19.0,0,0,0,0,2,9,0,1,0,0,0,0
194.68,4.1,1337,5,132.0,7.0,2,1654,1,0,1,3974,168,142,4.0,11.0,0,0,1,0,4,1,0,0,0,0,0,0
117.28,4.0,0,3,20.0,29.0,2,1136,1,1,1,1209,93,12,0.0,10.0,1,1,0,1,6,2,1,0,0,0,0,1
97.4,3.5,3535,4,454.0,1.0,0,1131,1,1,5,3459,243,73,5.0,14.0,0,0,0,1,0,2,0,0,0,1,0,0
133.5,3.978268041237113,3825,3,615.0,6.0,0,2218,1,1,3,4757,270,233,3.0,23.0,0,0,0,0,7,7,0,0,0,0,1,0
154.37,3.4,2165,5,634.0,9.0,0,1703,1,1,2,402,26,18,1.0,17.0,0,0,0,0,0,4,0,0,1,0,0,0
259.57,4.5,1923,5,455.0,1.0,0,525,1,1,4,2933,224,221,1.0,7.0,0,0,0,1,5,0,0,0,0,1,0,0
130.23,3.6,1975,4,599.0,17.0,0,2142,1,1,5,814,70,40,3.0,26.0,1,0,0,0,8,0,0,1,0,0,0,0
5.0,3.1,0,3,20.0,45.0,3,585,1,0,1,1254,21,65,0.0,0.0,1,1,1,1,1,7,0,0,0,0,0,1
69.82,3.978268041237113,1248,1,406.0,1.0,1,3349,0,0,3,1199,83,12,0.0,12.0,0,0,0,1,2,4,0,0,1,0,0,0
183.7,4.1,3064,2,293.0,18.0,1,1378,1,0,3,1052,57,78,0.0,11.0,0,0,0,1,3,8,1,0,0,1,0,0
148.81,3.5,695,2,274.0,21.0,1,372,1,1,1,1672,237,16,3.0,6.0,1,0,0,1,0,4,0,0,0,0,1,0
216.28,4.6,1473,6,403.7255102040816,10.0,1,259,1,0,6,335,11,2,2.0,14.0,1,0,0,0,5,1,0,0,1,0,0,0
69.87,4.2,0,2,20.0,23.0,3,5,1,0,1,3832,178,27,3.0,11.0,0,0,0,0,0,1,0,0,0,0,0,1
207.53,4.5,4226,3,327.0,18.0,0,1228,1,1,5,1566,74,120,5.0,14.0,0,0,0,0,2,5,0,0,0,1,0,0
263.51,4.4,3819,7,520.0,3.0,0,2230,1,0,5,1709,195,11,1.0,21.0,0,0,0,0,4,5,0,0,1,0,0,0
104.72,3.2,1238,2,20.0,13.0,1,1210,1,1,5,4382,272,95,5.0,10.0,0,0,0,1,5,2,0,0,0,0,0,0
116.93,3.4,0,1,100.0,23.0,0,986,1,1,1,1271,25,41,1.0,5.0,0,0,1,1,7,1,1,0,0,0,1,0
59.48,4.1,0,3,147.0,13.0,1,5,1,1,1,3654,380,63,2.0,10.0,0,0,1,1,2,6,0,0,0,0,0,0
185.22,3.5,2840,4,337.0,5.0,0,5,0,1,3,633,64,25,2.0,9.0,1,1,0,0,1,6,0,0,0,1,0,0
252.1,4.4,3690,3,632.0,1.0,0,2817,1,1,5,2066,195,51,4.0,11.988333333333333,0,0,0,0,2,7,0,0,0,0,0,0
170.51,3.7,1924,4,160.0,8.0,1,143,0,0,3,3061,87,102,0.0,14.0,0,0,0,0,2,1,0,0,0,0,0,1
101.88,4.1,4900,5,674.0,1.0,0,3312,1,1,3,1302,187,8,2.0,26.0,0,0,0,0,1,2,0,0,1,0,0,0
92.63,3.7,485,1,20.0,12.0,1,260,1,0,1,1341,186,50,1.0,16.0,0,0,0,1,5,0,0,0,1,0,0,0
200.8,5.0,4152,5,873.0,1.0,0,762,1,1,3,3541,364,277,4.0,7.0,0,0,0,0,8,7,0,0,0,0,1,0
204.61,4.6,243,1,158.0,14.0,1,268,1,0,3,4582,226,298,0.0,20.0,0,0,0,0,2,2,0,0,0,1,0,0
138.01,4.1,0,4,854.0,27.0,1,3046,1,1,3,3121,224,227,3.0,8.0,0,1,0,0,8,8,0,0,0,1,0,0
5.0,4.4,0,1,66.0,24.0,1,5,1,0,1,2609,103,21,0.0,6.0,1,1,0,0,0,1,0,1,0,0,0,0
124.04,4.0,0,1,212.0,19.0,1,355,1,1,3,3146,142,85,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0
279.44,4.4,1070,4,782.0,19.0,0,1262,1,1,3,2553,144,43,0.0,7.0,1,0,0,1,1,2,1,0,1,0,0,0
160.53,3.5,1991,3,352.0,25.0,0,2930,1,0,5,3461,228,220,1.0,12.0,1,0,0,1,4,4,0,0,0,0,0,0
94.76,4.7,3645,6,683.0,23.0,0,1435,1,1,2,1486,154,17,3.0,17.0,0,0,0,0,1,8,0,0,0,1,0,0
152.43,4.3,4185,6,847.0,1.0,2,2357,1,0,6,2771,313,185,2.0,11.0,0,0,0,0,8,5,0,0,0,0,0,1
261.8,5.0,2284,7,219.0,1.0,0,3312,1,1,5,2643,349,117,4.0,19.0,0,0,0,0,7,3,0,1,0,0,0,0
138.46,4.5,613,2,662.0,17.0,0,1653,1,1,3,661,84,41,0.0,15.0,1,0,0,1,1,3,0,0,1,0,0,0
159.6,3.6,2221,5,448.0,20.0,2,1243,1,0,1,1101,25,40,5.0,13.0,0,0,0,0,0,9,0,0,0,1,0,0
219.23,4.5,818,5,319.0,12.0,0,1861,1,1,1,2681,322,116,0.0,23.0,1,0,0,0,6,8,0,0,1,0,0,0
77.79,3.6,0,1,214.0,23.0,1,933,1,1,2,4986,676,66,0.0,18.0,0,1,0,0,8,0,0,0,1,0,0,0
111.78,3.8,569,4,506.0,9.0,0,5,1,1,1,2237,131,21,0.0,11.0,0,0,0,1,3,2,0,0,1,0,0,0
300.54,4.7,4968,4,496.0,17.0,0,2333,1,1,3,4439,644,37,3.0,18.0,0,1,0,0,2,0,0,0,0,0,0,0
41.92,3.2,0,2,455.0,38.0,4,1686,0,1,2,2353,105,28,0.0,0.0,1,1,0,0,3,3,0,0,1,0,0,0
103.93,4.8,2380,3,273.0,9.0,1,1438,1,1,4,2300,51,73,3.0,0.0,0,0,1,1,0,0,1,0,0,1,0,0
341.51,3.7,3958,1,799.0,1.0,0,2290,1,1,4,1526,98,97,4.0,10.0,0,0,0,0,2,1,0,0,0,0,0,1
300.17,4.2,2116,5,607.0,3.0,0,5,0,1,3,2126,50,105,2.0,32.0,0,0,0,0,7,4,0,0,0,1,0,0
134.6,4.0,2146,4,279.0,16.0,1,1809,1,0,5,4225,601,95,0.0,24.0,0,0,0,0,5,2,0,0,0,0,0,0
378.46,4.5,1363,5,751.0,1.0,0,2952,1,1,5,960,93,8,4.0,18.0,1,0,0,0,1,5,0,0,0,1,0,0
155.51,4.3,1388,5,97.0,21.0,0,1305,0,0,3,1224,146,27,2.0,5.0,0,0,0,0,4,4,0,0,0,0,0,1
49.37,4.5,1142,6,656.0,8.0,0,1726,1,0,2,593,85,16,4.0,8.0,1,0,0,1,7,2,1,0,0,1,0,0
249.95,3.9,903,7,587.0,10.0,0,2367,1,1,1,4454,548,221,1.0,17.0,0,0,0,0,1,5,0,0,0,1,0,0
171.9,4.1,0,4,419.0,25.0,1,3215,0,1,2,3692,310,293,0.0,27.0,0,0,0,0,5,6,0,0,1,0,0,0
307.36,4.0,1272,4,524.0,1.0,2,1452,1,1,1,2693,128,34,3.0,4.0,0,0,1,0,2,0,0,0,0,1,0,0
164.83,4.8,4543,2,980.0,5.0,0,3141,1,1,3,1562,197,35,2.0,19.0,0,0,0,0,9,9,0,0,1,0,0,0
129.97,3.2,0,1,88.0,54.0,2,1148,1,1,1,120,17,5,1.0,11.988333333333333,0,0,1,1,0,5,0,1,0,0,0,0
75.44,3.6,1604,5,548.0,19.0,0,524,1,1,4,2391,254,116,1.0,19.0,0,0,0,0,6,9,0,0,0,0,0,1
156.12,4.1,1491,3,315.0,1.0,0,2177,1,1,2,2390,327,59,1.6757142857142857,13.0,0,0,0,0,6,5,0,0,0,0,0,1
82.72,3.7,1961,4,47.0,8.0,0,1877,1,0,1,4496,549,37,3.0,23.0,0,0,0,0,2,1,0,0,1,0,0,0
147.34,3.7,1663,1,341.0,16.0,1,2091,0,0,3,1558,24,56,4.0,3.0,0,0,0,1,1,9,1,0,0,0,1,0
165.8,3.7,0,4,280.0,18.0,0,5,1,1,2,4446,205,168,0.0,6.0,0,1,0,1,5,0,1,0,1,0,0,0
69.79,3.978268041237113,1281,5,388.0,30.0,0,3781,1,0,4,4605,219,253,0.0,21.0,0,0,0,1,7,8,0,0,0,0,1,0
208.67,4.3,2663,4,407.0,11.0,0,2387,0,0,2,1729,83,79,4.0,17.0,0,0,0,0,8,0,0,1,0,0,0,0
59.41,3.8,3457,1,310.0,1.0,0,2320,1,0,5,2518,290,78,0.0,23.0,0,0,0,0,4,8,0,0,0,1,0,0
210.94,3.8,4020,1,539.0,23.0,0,5,1,1,5,4482,560,136,0.0,14.0,0,0,0,1,0,1,1,0,1,0,0,0
257.04,3.9,5214,5,782.0,1.0,0,1380,1,0,4,452,29,17,1.6757142857142857,27.0,0,0,0,0,7,0,0,0,0,0,1,0
230.41,4.4,0,4,633.0,16.0,0,970,0,1,5,2916,44,102,1.0,6.0,1,1,0,1,1,8,0,0,0,0,0,0
149.68,4.6,1090,2,403.7255102040816,1.0,0,1368,1,1,4,4167,467,45,0.0,15.0,1,1,0,0,7,5,0,0,0,0,1,0
237.63,4.8,3153,3,425.0,7.0,3,133,1,1,4,3403,34,154,3.0,13.0,0,0,0,1,8,1,1,0,0,0,1,0
224.21,4.2,3131,3,788.0,17.0,0,1110,0,1,4,4413,427,59,5.0,6.0,0,0,0,0,2,6,0,0,0,0,0,0
156.5,3.3,615,3,510.0,14.0,0,887,1,1,2,4018,42,62,3.0,7.0,0,0,0,1,8,1,1,1,0,0,0,0
72.04,3.978268041237113,0,7,272.0,1.0,2,5,1,0,3,522,67,4,1.0,14.0,0,0,0,1,2,1,0,0,0,0,0,1
63.57,2.8,0,1,155.0,27.0,2,595,1,0,2,751,24,13,1.6757142857142857,0.0,0,0,0,0,6,2,0,1,0,0,0,0
58.6,4.9,4737,4,589.0,26.0,1,896,1,1,5,1978,41,57,3.0,0.0,0,0,0,0,8,3,0,0,0,0,1,0
181.71,4.1,1675,7,548.0,13.0,0,5,1,1,6,507,36,39,2.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0
154.31,4.6,2967,3,724.0,1.0,1,853,1,1,1,2178,287,32,2.0,1.0,1,0,0,1,4,1,0,0,0,0,0,0
130.96,3.3,0,2,20.0,8.0,0,5,0,1,2,2436,175,173,1.0,22.0,0,0,0,1,3,1,0,0,0,0,0,0
127.7,3.8,3904,1,129.0,15.0,1,1821,0,1,2,2695,285,158,0.0,14.0,0,1,0,1,6,7,1,1,0,0,0,0
54.59,3.5,0,2,654.0,16.0,0,122,1,1,1,4838,495,173,0.0,0.0,1,0,0,1,2,9,0,0,1,0,0,0
166.38,3.9,0,5,498.0,5.0,0,384,1,1,4,309,5,11,0.0,25.0,0,0,0,0,4,8,0,0,1,0,0,0
293.63,4.1,1335,5,441.0,24.0,0,5,1,1,1,1872,259,99,3.0,0.0,0,0,1,1,3,0,1,0,0,0,0,0
279.18,3.6,2344,6,977.0,7.0,0,1625,1,1,1,4349,398,224,2.0,23.0,1,0,0,0,9,9,0,0,0,0,0,1
133.3,3.6,4354,2,180.0,8.0,1,1184,1,0,2,4678,629,317,1.0,1.0,1,0,0,0,1,1,0,0,0,1,0,0
134.28,3.5,2674,5,493.0,13.0,0,146,0,0,2,4229,400,115,3.0,13.0,0,0,0,0,8,0,0,0,0,0,0,1
57.56,4.2,1267,7,661.0,22.0,0,2353,1,1,4,4399,202,241,3.0,11.0,0,0,0,0,3,0,0,0,0,0,0,0
120.78,4.1,3771,1,346.0,27.0,1,1187,0,0,3,2395,340,165,2.0,18.0,0,0,0,0,1,3,0,0,0,1,0,0
80.71,4.6,1407,6,271.0,15.0,0,2203,0,1,3,1581,162,98,3.0,15.0,0,0,0,0,0,2,0,0,1,0,0,0
159.44,4.0,2897,1,159.0,7.0,1,850,1,1,3,3626,164,31,0.0,17.0,0,0,0,0,0,6,0,0,0,0,1,0
325.22,4.9,3099,5,667.0,24.0,0,1126,1,0,1,4025,124,104,2.0,32.0,0,0,0,1,2,6,1,0,1,0,0,0
5.0,3.5,79,1,149.0,35.0,1,5,1,1,1,278,18,3,0.0,14.0,0,0,0,0,4,3,0,0,0,1,0,0
172.5,3.4,1209,4,100.0,32.0,1,1922,0,0,3,1058,153,60,3.0,0.0,0,1,1,0,7,9,0,1,0,0,0,0
164.83,4.9,2105,4,315.0,13.0,0,899,1,1,1,4106,65,188,1.0,19.0,0,0,0,0,5,9,0,1,0,0,0,0
201.37,4.7,5314,6,722.0,1.0,0,828,1,0,5,2729,374,136,3.0,6.0,0,0,0,0,9,0,0,0,0,0,1,0
144.91,4.3,1531,8,701.0,2.0,0,1453,0,1,1,3087,356,100,1.0,26.0,1,0,0,0,7,0,0,1,0,0,0,0
264.98,4.7,2076,3,270.0,12.0,1,1820,1,1,3,2836,108,133,1.0,27.0,0,1,0,1,8,4,1,0,0,0,0,0
65.5,2.9,591,2,20.0,15.230456852791878,1,2081,1,1,2,3750,500,60,0.0,0.0,0,0,0,1,4,2,0,0,0,1,0,0
208.28,4.0,2272,1,603.0,7.0,0,703,1,1,3,1932,46,129,1.6757142857142857,18.0,0,0,1,0,4,8,1,0,0,0,0,0
28.67,3.3,2287,1,111.0,19.0,0,1946,0,0,1,1453,68,69,0.0,4.0,0,0,0,1,9,3,0,0,0,1,0,0
5.0,3.3,0,1,458.0,21.0,1,286,0,0,2,2903,120,206,0.0,13.0,1,0,1,1,3,7,0,0,0,0,1,0
111.51,4.2,3387,2,589.0,16.0,0,1667,1,0,4,4255,223,275,3.0,7.0,1,0,1,0,6,6,0,0,0,0,0,1
28.02,4.7,0,1,485.0,35.0,1,132,0,1,1,3715,148,207,0.0,0.0,1,0,0,0,3,3,0,1,0,0,0,0
5.0,2.2,0,2,111.0,28.0,2,516,0,0,1,1399,160,86,0.0,4.0,0,1,0,1,7,9,0,0,1,0,0,0
344.33,3.5,1860,3,643.0,22.0,2,844,1,1,3,3807,80,20,0.0,18.0,0,0,0,0,7,0,0,0,0,0,0,1
74.61,3.6,1172,1,594.0,26.0,1,1509,0,1,1,4556,326,303,3.0,15.0,0,0,0,0,5,3,0,0,1,0,0,0
158.0,3.9,1790,3,170.0,35.0,1,5,0,1,2,210,11,8,1.0,17.0,1,0,1,1,0,1,1,0,0,1,0,0
87.63,3.4,0,4,307.0,24.0,0,354,0,1,2,2910,218,195,1.0,7.0,0,1,0,0,1,2,0,0,1,0,0,0
134.78,4.5,1794,6,398.0,22.0,1,1030,0,1,5,4633,561,185,1.0,36.0,1,0,0,0,1,0,0,0,1,0,0,0
297.47,4.7,4051,7,740.0,1.0,0,3734,1,1,3,392,25,11,3.0,23.0,1,0,0,0,9,6,1,0,1,0,0,0
114.34,3.1,4753,6,535.0,12.0,0,447,1,0,1,4085,597,264,2.0,15.0,0,0,1,0,5,9,0,0,1,0,0,0
31.48,4.7,3278,1,199.0,9.0,1,1909,1,1,1,3747,472,112,3.0,9.0,0,1,0,0,0,8,0,0,1,0,0,0
61.86,3.7,0,2,618.0,30.0,0,5,0,1,1,4337,137,210,1.0,11.0,1,0,0,0,3,2,0,0,1,0,0,0
195.22,3.978268041237113,5338,6,496.0,11.0,0,3613,1,1,4,2192,324,52,5.0,17.0,0,1,0,0,7,4,1,0,0,0,0,0
142.16,4.5,2643,3,363.0,1.0,0,1945,1,1,4,2129,58,93,3.0,15.0,0,0,0,0,0,4,0,0,0,0,0,1
24.0,4.1,2940,3,416.0,14.0,1,1541,1,1,3,2918,85,29,2.0,9.0,0,0,0,0,7,1,0,0,0,1,0,0
44.6,4.0,307,2,419.0,15.0,0,1362,1,1,4,1282,49,87,0.0,4.0,0,0,0,1,4,5,1,0,1,0,0,0
195.08,5.0,0,6,998.0,1.0,0,1780,1,1,3,1040,32,19,1.0,16.0,1,0,0,1,3,9,0,0,0,1,0,0
320.68,4.5,1708,4,673.0,12.0,0,3118,1,1,2,3064,405,70,3.0,8.0,0,0,0,0,7,4,0,0,0,0,1,0
113.64,4.0,1873,3,244.0,25.0,1,477,0,0,6,4047,221,247,1.0,3.0,0,0,0,0,2,7,0,0,0,0,0,1
162.66,5.0,4867,3,425.0,16.0,0,1999,1,1,3,655,53,29,3.0,10.0,0,0,0,0,5,3,0,0,0,0,0,0
5.0,3.3,0,2,266.0,32.0,1,2896,1,0,1,2139,281,69,2.0,14.0,0,0,1,0,8,3,0,0,1,0,0,0
296.46,4.2,1579,4,578.0,1.0,0,1082,1,1,3,100,2,0,0.0,2.0,1,1,0,0,6,7,0,0,0,0,0,0
5.0,3.2,0,1,68.0,14.0,1,567,1,1,1,4626,646,34,0.0,0.0,0,0,1,1,3,3,0,0,0,0,1,0
110.27,4.2,0,7,721.0,16.0,0,867,1,1,2,4435,136,303,2.0,14.0,0,0,0,0,7,6,0,1,0,0,0,0
175.16,4.5,0,3,643.0,26.0,0,5,0,1,4,3392,331,149,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0
166.21,4.1,555,5,416.0,12.0,0,1798,1,0,4,2200,54,61,1.0,13.0,0,0,1,0,3,3,0,0,0,0,0,1
94.12,3.2,0,4,417.0,12.0,2,1999,1,0,1,3570,364,252,1.0,3.0,0,0,0,0,5,4,0,0,1,0,0,0
220.45,4.0,1539,5,209.0,14.0,1,151,0,1,4,198,3,2,2.0,10.0,1,0,1,1,2,8,1,0,0,0,0,0
239.15,3.1,0,5,429.0,13.0,0,939,1,0,2,3448,504,169,0.0,28.0,0,0,1,1,6,8,0,0,0,1,0,0
260.5,3.7,706,2,245.0,15.0,1,1069,0,1,5,751,79,20,4.0,19.0,0,0,0,1,7,9,1,0,1,0,0,0
69.08,3.9,3997,3,889.0,20.0,0,272,1,0,1,816,8,58,4.0,14.0,0,0,1,0,6,5,0,0,0,0,0,1
145.94,3.9,0,2,182.0,33.0,1,745,1,0,3,3749,408,209,0.0,4.0,0,0,0,0,0,6,0,0,0,0,0,0
132.71,4.8,1687,4,20.0,45.0,1,1898,1,1,1,3355,322,242,0.0,0.0,0,0,1,1,1,9,0,0,0,1,0,0
115.37,3.7,0,1,455.0,14.0,2,1921,1,0,1,4057,403,267,1.0,25.0,1,0,1,1,5,1,1,0,0,0,1,0
183.72,3.3,0,1,522.0,30.0,0,1482,1,1,1,3229,175,85,3.0,8.0,0,0,0,0,3,6,0,0,0,0,1,0
177.29,4.5,2221,4,584.0,21.0,1,2606,1,1,4,4158,105,38,5.0,9.0,1,0,0,0,1,5,0,0,0,1,0,0
310.25,5.0,5402,6,646.0,3.0,0,3056,0,1,5,862,72,10,4.0,33.0,0,0,0,0,5,2,0,1,0,0,0,0
137.87,4.1,4357,3,520.0,21.0,1,3110,0,0,2,959,14,5,1.0,0.0,0,0,0,0,5,0,0,0,0,0,0,1
53.36,3.2,1383,3,186.0,19.0,2,1004,1,0,2,2232,79,85,2.0,7.0,0,1,0,1,9,6,0,0,0,0,0,0
188.05,4.4,0,5,477.0,20.0,0,139,1,0,5,351,23,12,1.0,11.0,0,0,0,0,0,5,0,0,0,0,1,0
264.67,3.7,1620,5,662.0,1.0,1,629,1,1,3,3295,140,168,2.0,11.988333333333333,1,0,0,0,1,6,0,1,0,0,0,0
34.64,4.0,1165,1,386.0,20.0,0,2869,0,1,4,1449,113,17,2.0,18.0,0,0,0,0,3,9,0,0,1,0,0,0
324.45,4.8,1205,8,506.0,17.0,1,2038,1,1,4,1084,137,67,4.0,20.0,0,0,0,0,3,3,0,1,0,0,0,0
235.93,4.3,4973,5,721.0,21.0,1,1324,1,1,4,4983,664,283,3.0,14.0,0,1,0,0,0,7,0,0,0,0,0,1
260.78,4.5,4951,6,626.0,19.0,0,4000,1,1,3,2746,209,173,3.0,21.0,0,0,0,0,7,0,0,0,0,0,0,0
289.61,4.8,2152,5,568.0,23.0,0,1706,1,0,5,4698,397,283,3.0,34.0,0,0,0,0,5,5,0,0,0,0,1,0
164.39,4.1,24,2,209.0,25.0,2,3518,1,1,2,2790,392,116,0.0,11.988333333333333,0,0,0,1,5,3,0,0,0,0,1,0
156.2,3.4,3620,3,151.0,5.0,0,944,0,0,1,481,14,18,0.0,17.0,1,0,0,1,8,0,1,1,0,0,0,0
125.13,4.6,79,1,347.0,21.0,1,600,1,0,4,1789,236,53,3.0,5.0,0,0,1,0,0,7,0,0,0,0,1,0
149.36,3.3,735,1,151.0,32.0,0,1077,0,0,3,1365,98,24,1.0,10.0,0,0,0,1,8,5,0,0,0,0,0,0
150.29,4.3,0,6,20.0,6.0,0,1001,1,0,4,4799,524,285,3.0,11.988333333333333,0,0,0,0,2,8,0,0,0,0,0,0
59.97,4.2,1269,6,430.0,1.0,1,2618,1,1,1,2756,313,13,4.0,14.0,1,0,0,0,5,4,0,1,0,0,0,0
62.75,3.7,1296,3,206.0,13.0,1,2373,0,1,1,357,33,16,0.0,6.0,1,1,0,1,4,7,0,0,0,1,0,0
237.68,4.4,0,1,697.0,24.0,1,3257,1,1,1,3055,413,201,1.0,1.0,0,0,0,1,2,7,0,0,0,1,0,0
341.61,3.0,1100,1,316.0,16.0,2,5,0,0,3,818,20,49,0.0,11.988333333333333,1,0,0,0,3,1,0,1,0,0,0,0
166.43,4.3,7687,1,403.7255102040816,13.0,0,1882,1,1,2,635,38,48,0.0,19.0,0,1,0,1,4,9,0,0,0,0,0,1
95.75,4.0,902,4,417.0,30.0,0,2882,1,1,1,2544,368,115,0.0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
242.6,3.6,694,5,371.0,22.0,2,1103,0,1,3,2368,242,96,3.0,11.0,0,0,0,1,8,3,1,0,0,1,0,0
291.56,3.4,93,3,319.0,7.0,0,3121,1,1,2,1094,162,60,2.0,8.0,1,0,0,1,7,3,0,0,0,1,0,0
