product_id,seller_id,category,brand,price,seller_rating,seller_reviews,product_images,description_length,shipping_time_days,spelling_errors,domain_age_days,contact_info_complete,return_policy_clear,payment_methods_count,listing_date,seller_country,shipping_origin,views,purchases,wishlist_adds,certification_badges,warranty_months,bulk_orders,unusual_payment_patterns,ip_location_mismatch,is_counterfeit
pid_01881,seller_3002,Automotive,NaturalGl0w,272.87,4.9,4664,3,780.0,2.0,0,2935,False,True,4,2025-03-23,JP,AU,3838,104,170,0.0,26.0,False,False,False,True
pid_01456,seller_9417,Cosmetics,ExclusiveItems,216.49,3.6,359,4,451.0,20.0,0,1147,True,True,2,2024-09-17,IN,KR,1666,75,76,3.0,8.0,False,False,False,False
pid_00192,seller_3571,Automotive,FashionForw@rd,174.38,3.4,4688,3,237.0,12.0,1,5,False,True,4,2024-11-22,CN,IN,3388,438,209,0.0,27.0,False,True,False,True
pid_00062,seller_5951,Pharmaceuticals,ExclusiveItems,164.3,3.7,2094,4,361.0,17.0,0,354,True,False,2,2025-04-03,IN,US,1383,71,20,1.0,18.0,True,False,False,True
pid_03183,seller_9062,Fashion,ExclusiveItems,273.6,5.0,2519,5,716.0,7.0,0,1667,True,True,1,2024-06-27,CA,JP,339,50,6,5.0,21.0,False,False,False,False
pid_02382,seller_6476,Automotive,CarTech,180.37,4.6,1694,1,472.0,15.0,1,5,True,True,2,2025-12-09,IN,JP,3818,407,197,4.0,22.0,False,False,False,False
pid_04950,seller_9864,Fashion,El1teDesign,66.29,4.6,2017,2,,18.0,1,1110,True,True,1,2024-07-20,CA,AU,1226,145,63,4.0,16.0,True,True,False,False
pid_01141,seller_1370,Fashion,WellnessLab,162.33,3.7,0,1,478.0,27.0,1,1757,True,True,2,2024-01-16,AU,JP,2898,259,68,2.0,14.0,True,False,False,False
pid_01916,seller_4687,Automotive,M0torMax,110.78,3.4,1469,3,219.0,8.0,2,5,True,True,2,2025-01-30,FR,US,3963,134,123,0.0,25.0,False,False,False,True
pid_02011,seller_5387,Electronics,TrendSetter,284.99,4.5,740,6,505.0,11.0,1,2163,True,True,5,2024-01-30,JP,GB,2132,175,33,3.0,17.0,False,False,False,False
pid_03555,seller_8995,Cosmetics,WellnessLab,126.71,3.4,0,2,74.0,12.0,1,1878,True,True,1,2025-10-31,CN,AU,1518,166,69,0.0,0.0,False,False,True,False
pid_00858,seller_4161,Luxury Goods,HealthCare Plus,204.85,3.3,1488,2,386.0,34.0,1,2898,True,False,4,2024-01-12,JP,US,4248,510,61,2.0,13.0,True,False,False,True
pid_00608,seller_2907,Luxury Goods,WellnessLab,125.45,3.0,2657,2,468.0,1.0,0,1331,False,True,3,2025-03-19,IN,US,4789,310,25,1.0,0.0,False,False,True,False
pid_03896,seller_8511,Electronics,TechCorp,273.92,4.0,0,4,442.0,14.0,1,213,False,True,2,2025-09-11,KR,CA,3092,64,234,0.0,32.0,False,False,False,False
pid_02147,seller_9309,Fashion,DigitalPro,220.12,4.2,5126,5,606.0,8.0,0,2194,True,False,3,2025-09-30,US,AU,1947,289,105,4.0,0.0,False,False,False,False
pid_01947,seller_3718,Electronics,MediPharm,134.17,4.3,309,3,263.0,20.0,1,730,True,False,4,2024-11-28,FR,CN,1144,126,7,2.0,0.0,False,True,False,False
pid_00126,seller_9825,Pharmaceuticals,AutoParts Pro,228.22,2.9,0,1,20.0,7.0,1,260,True,False,3,2024-11-17,KR,AU,3310,286,19,3.0,5.0,False,False,False,True
pid_00244,seller_6813,Electronics,TechCorp,217.23,4.2,2727,1,678.0,1.0,1,782,True,True,5,2025-09-01,FR,CN,4148,311,294,2.0,24.0,False,False,False,False
pid_00574,seller_1611,Automotive,PremiumCraft,186.91,3.7,2339,4,466.0,1.0,0,3509,True,False,4,2025-01-21,IN,AU,663,58,52,3.0,14.0,False,False,False,False
pid_04990,seller_5916,Automotive,PremiumCraft,237.97,4.0,1375,4,330.0,,0,1978,True,True,1,2025-12-04,AU,US,3669,539,163,2.0,12.0,False,False,False,False
pid_04503,seller_7616,Electronics,Pur3Skin,107.62,3.6,0,1,379.0,5.0,1,1999,True,False,2,2024-11-30,CN,US,4062,570,266,0.0,,False,False,False,True
pid_04110,seller_2551,Luxury Goods,VehicleCare,102.37,4.7,386,5,595.0,5.0,0,627,True,True,3,2025-05-06,CN,GB,532,77,14,2.0,23.0,False,False,False,False
pid_03378,seller_4612,Electronics,CarTech,197.81,4.5,1008,4,569.0,8.0,1,2355,True,True,4,2025-07-16,US,AU,1532,143,101,2.0,15.0,False,True,False,False
pid_02037,seller_4128,Electronics,TechCorp,290.53,4.6,1672,3,469.0,17.0,1,3336,True,True,3,2025-08-22,US,DE,4991,297,278,4.0,18.0,False,False,False,False
pid_01678,seller_3718,Electronics,ElectroMax,184.57,4.9,2934,5,1135.0,9.0,1,2847,True,True,4,2024-12-02,FR,GB,2262,252,113,3.0,18.0,False,False,False,False
pid_00005,seller_1513,Electronics,MotorMax,112.84,3.3,0,1,,27.0,1,132,False,False,1,2024-11-14,GB,AU,513,58,10,1.0,0.0,False,False,False,True
pid_02461,seller_9154,Automotive,LuxuryBrand,301.07,4.2,0,3,209.0,26.0,0,422,True,False,5,2024-05-20,DE,IN,1488,85,96,3.0,14.0,False,False,False,False
pid_02822,seller_9169,Cosmetics,CircuitMaster,152.86,4.0,5516,3,902.0,10.0,2,2282,True,False,4,2024-09-09,AU,JP,2567,352,13,1.0,13.0,True,False,True,False
pid_00359,seller_5705,Cosmetics,MediPharm,5.0,3.4,2984,3,500.0,23.0,2,478,True,False,2,2024-08-21,FR,AU,4045,532,197,0.0,9.0,False,False,False,True
pid_04683,seller_4434,Fashion,Clas5icWear,77.73,3.5,300,4,519.0,20.0,1,1107,True,False,4,2024-08-15,CN,JP,1864,24,43,0.0,6.0,True,False,False,True
pid_03958,seller_8017,Electronics,MediPharm,129.21,4.3,1476,5,585.0,9.0,2,3744,True,True,3,2024-06-01,CN,KR,2393,40,154,0.0,9.0,False,True,False,False
pid_01884,seller_1816,Electronics,LuxuryBr@nd,35.47,4.0,2021,6,585.0,33.0,1,5,False,True,2,2025-10-14,CN,AU,994,91,40,2.0,0.0,True,False,False,True
pid_01792,seller_9973,Luxury Goods,Exclus1veItems,172.41,4.2,3014,4,519.0,5.0,0,2373,True,True,4,2024-09-15,CA,CN,4633,109,117,4.0,14.0,False,False,True,True
pid_01749,seller_6186,Electronics,TrendSett3r,39.92,4.7,2257,2,45.0,28.0,0,1261,False,False,1,2024-12-16,KR,DE,2335,92,16,0.0,19.0,True,False,False,True
pid_03496,seller_3004,Automotive,We1lnessLab,55.38,,1677,3,395.0,10.0,0,3444,True,True,1,2024-08-29,JP,FR,3316,412,217,0.0,10.0,False,False,True,True
pid_03249,seller_3424,Cosmetics,ElectroMax,167.15,4.1,3502,2,180.0,15.0,2,1184,True,True,1,2025-06-17,AU,AU,514,21,26,1.0,,True,False,False,True
pid_02043,seller_9041,Electronics,BioMed Solutions,130.02,4.3,2188,4,429.0,16.0,0,604,True,True,2,2024-01-06,IN,CN,4322,491,198,1.0,16.0,False,False,False,True
pid_01301,seller_3383,Automotive,EliteDesign,5.0,2.6,0,1,83.0,36.0,2,181,False,False,1,2025-11-01,IN,GB,4899,403,182,0.0,0.0,False,False,False,True
pid_02249,seller_4529,Electronics,CircuitMaster,92.2,2.1,0,3,20.0,18.0,1,5,False,True,1,2024-03-25,KR,IN,585,19,21,0.0,0.0,False,False,True,True
pid_04947,seller_2913,Pharmaceuticals,GlamourCo,90.58,4.2,0,3,41.0,23.0,0,37,True,True,3,2025-10-31,GB,AU,113,15,3,0.0,14.0,False,False,False,True
pid_01504,seller_4810,Fashion,Welln3ssLab,202.91,3.5,4797,4,200.0,3.0,0,5,False,False,1,2025-05-23,DE,CN,4612,213,323,1.0,20.0,False,False,False,False
pid_02739,seller_1459,Electronics,PremiumCraft,291.91,3.7,3799,5,383.0,20.0,0,1972,True,False,2,2024-12-27,GB,AU,2843,363,188,1.0,13.0,False,True,False,True
pid_03463,seller_5669,Cosmetics,BeautyLux,312.21,4.8,2850,5,789.0,8.0,0,3928,True,True,4,2025-01-02,AU,DE,2382,153,12,2.0,14.0,False,False,False,False
pid_03587,seller_9755,Pharmaceuticals,LuxuryBr@nd,139.28,4.5,3341,4,706.0,1.0,1,964,True,True,3,2024-03-14,JP,CA,951,38,18,0.0,0.0,False,False,False,True
pid_04363,seller_7775,Luxury Goods,ClassicWear,193.76,3.3,371,5,232.0,7.0,1,5,False,True,1,2025-12-20,DE,CN,3934,135,250,1.0,20.0,True,False,True,False
pid_02560,seller_9975,Pharmaceuticals,Cla5sicWear,147.64,3.8,332,3,202.0,7.0,1,144,True,False,1,2024-06-26,KR,US,668,77,44,1.0,5.0,False,False,False,True
pid_01613,seller_8237,Fashion,HealthCare Plus,278.18,3.9,2734,6,459.0,14.0,0,3411,False,True,6,2024-04-05,KR,AU,2529,127,105,1.0,1.0,True,False,False,False
pid_03111,seller_3382,Fashion,HealthCare Plus,234.85,4.1,6593,6,640.0,25.0,0,2937,False,True,5,2024-04-30,JP,US,3541,89,170,2.0,19.0,True,False,False,False
pid_02098,seller_9212,Pharmaceuticals,AutoParts Pro,115.75,4.7,1447,3,374.0,24.0,1,1866,False,True,1,2025-08-25,CA,US,2812,180,77,4.0,0.0,False,False,True,True
pid_02513,seller_2532,Luxury Goods,StyleHouse,228.53,2.4,2928,4,334.0,18.0,1,267,True,False,1,2024-01-23,JP,DE,3714,152,101,0.0,11.0,False,False,False,True
pid_02816,seller_2710,Luxury Goods,TrendSetter,110.62,4.3,730,3,661.0,14.0,0,2897,True,True,4,2024-08-19,DE,IN,756,12,52,0.0,11.0,True,False,False,True
pid_04366,seller_5430,Electronics,BeautyLux,145.84,4.5,5,4,124.0,20.0,0,1596,True,True,2,2024-11-03,JP,JP,224,27,14,0.0,20.0,True,False,False,True
pid_03445,seller_8387,Cosmetics,Prem1umCraft,128.0,4.5,0,3,172.0,30.0,0,35,True,False,4,2025-10-13,IN,CA,3334,390,106,1.0,0.0,False,False,False,True
pid_04349,seller_3282,Cosmetics,GlamourCo,208.7,3.6,5586,5,745.0,17.0,0,2569,True,False,5,2024-08-04,CA,DE,800,114,56,3.0,31.0,False,False,False,False
pid_00552,seller_3717,Luxury Goods,NaturalGlow,251.76,4.9,2414,6,514.0,11.0,1,5,True,True,2,2025-09-12,AU,CN,4895,333,199,3.0,14.0,False,False,False,False
pid_02597,seller_1044,Luxury Goods,ExclusiveItem5,134.27,3.7,0,1,20.0,24.0,1,952,True,True,1,2024-06-08,KR,DE,4395,553,227,0.0,5.0,False,False,False,True
pid_00222,seller_1712,Electronics,TrendSetter,60.74,3.8,2299,1,415.0,1.0,1,1713,True,False,2,2025-01-09,US,US,662,70,45,1.0,19.0,False,False,True,True
pid_01652,seller_5668,Fashion,MediPharm,211.34,3.9,2486,4,620.0,3.0,0,3336,True,True,5,2025-05-28,GB,AU,4729,174,51,2.0,14.0,False,False,False,False
pid_04902,seller_9788,Electronics,EliteDesign,124.74,4.3,0,2,490.0,23.0,0,715,False,False,1,2025-06-24,FR,CN,1804,241,128,0.0,11.0,True,False,False,True
pid_00165,seller_5005,Pharmaceuticals,VehicleCare,306.47,3.9,1885,5,181.0,18.0,0,3121,True,False,5,2025-10-31,CN,AU,1180,165,63,4.0,32.0,False,False,False,False
pid_01448,seller_9749,Automotive,BeautyLux,54.17,2.9,0,5,451.0,24.0,0,1863,True,True,2,2025-06-16,AU,JP,3713,523,226,4.0,,False,False,False,False
pid_00067,seller_9180,Pharmaceuticals,StyleHouse,183.97,4.5,2727,4,594.0,14.0,0,2466,True,False,1,2024-11-24,AU,CN,1634,94,24,4.0,0.0,False,False,False,False
pid_01333,seller_8474,Automotive,PremiumCraft,196.77,4.4,3179,6,613.0,1.0,0,2008,False,True,3,2025-01-23,KR,DE,681,66,22,3.0,25.0,False,False,False,False
pid_00958,seller_1949,Electronics,PremiumCraft,219.12,4.9,0,1,144.0,22.0,0,5,True,True,1,2024-03-15,FR,KR,2903,268,36,0.0,5.0,False,False,True,True
pid_02888,seller_7768,Pharmaceuticals,PremiumCraft,31.46,3.3,0,1,152.0,9.0,0,434,True,True,1,2025-11-19,US,CN,4459,540,290,2.0,13.0,False,False,True,False
pid_00394,seller_6122,Fashion,BioMed Solutions,279.02,4.1,1961,8,727.0,1.0,1,885,True,True,4,2024-11-21,GB,AU,4613,197,312,1.0,32.0,False,False,False,False
pid_01793,seller_7823,Cosmetics,Natur@lGlow,56.69,,0,2,369.0,12.0,2,5,True,False,1,2024-04-20,FR,AU,3073,173,57,1.0,14.0,False,False,True,True
pid_04327,seller_4531,Automotive,HealthCar3 Plus,183.68,3.1,99,1,334.0,28.0,0,1650,True,True,1,2024-08-24,DE,CA,129,13,9,2.0,8.0,False,True,False,True
pid_01615,seller_6165,Cosmetics,ExclusiveItems,74.11,2.6,600,2,119.0,8.0,3,1983,True,False,2,2025-06-16,KR,US,1518,103,35,2.0,4.0,False,True,True,False
pid_01169,seller_4410,Fashion,ClassicWear,75.15,3.6,1790,4,20.0,33.0,4,1664,True,False,1,2024-09-29,JP,KR,4242,84,270,0.0,0.0,True,False,False,True
pid_03643,seller_2039,Luxury Goods,Pr3miumCraft,206.24,4.5,5433,5,522.0,3.0,0,2678,False,True,6,2024-12-19,JP,CA,992,17,35,0.0,14.0,False,False,False,False
pid_02079,seller_1938,Pharmaceuticals,Cla5sicWear,5.0,4.0,0,5,172.0,25.0,0,5,True,True,2,2025-09-27,JP,IN,3154,355,98,0.0,0.0,False,True,False,True
pid_04233,seller_6008,Automotive,StyleHouse,168.33,5.0,1261,2,353.0,14.0,0,2891,True,False,3,2024-05-05,GB,CN,64,2,2,3.0,3.0,True,False,False,False
pid_04998,seller_5576,Pharmaceuticals,AutoParts Pro,207.96,4.7,3424,3,680.0,,2,2487,True,True,1,2024-08-12,GB,JP,1775,171,115,2.0,8.0,False,False,False,True
pid_01925,seller_5948,Electronics,FashionForward,199.01,3.4,2454,1,746.0,1.0,1,1127,False,True,1,2025-10-06,CA,AU,2960,356,235,2.0,24.0,False,False,False,False
pid_03287,seller_6994,Pharmaceuticals,StyleHouse,107.9,3.8,5404,4,600.0,2.0,0,2418,True,True,4,2024-06-20,CN,IN,2344,271,51,2.0,12.0,False,False,False,False
pid_03059,seller_7715,Automotive,EliteDe5ign,308.33,3.6,250,5,593.0,14.0,1,2072,True,True,5,2024-07-28,AU,US,3713,48,233,0.0,17.0,True,True,False,True
pid_01435,seller_7800,Electronics,NaturalGlow,178.16,3.4,94,1,267.0,17.0,0,2088,True,True,3,2025-04-11,CA,CA,599,48,13,3.0,9.0,True,False,False,False
pid_00823,seller_6008,Fashion,StyleHouse,119.51,4.0,1141,5,247.0,24.0,1,193,False,False,2,2024-05-16,CA,CA,601,35,24,4.0,8.0,False,False,True,True
pid_03591,seller_9275,Electronics,EliteDesign,123.25,3.4,1885,4,20.0,24.0,2,1283,False,True,1,2024-12-04,DE,CN,686,56,48,0.0,0.0,True,True,False,True
pid_03971,seller_1949,Luxury Goods,ClassicWear,212.81,3.7,1647,3,722.0,3.0,1,1316,True,True,2,2025-04-05,AU,JP,4061,524,29,5.0,11.0,True,False,False,False
pid_01236,seller_4653,Automotive,Exclusiv3Items,213.57,3.7,2132,3,649.0,13.0,0,1520,True,True,1,2024-07-18,KR,CA,2647,148,89,1.0,0.0,False,False,False,True
pid_04358,seller_4172,Cosmetics,ExclusiveItems,91.42,4.0,2933,5,584.0,1.0,1,2831,False,True,1,2025-10-15,CA,DE,4353,394,277,1.0,8.0,True,True,False,True
pid_04555,seller_6917,Luxury Goods,LuxuryBr@nd,132.33,3.2,0,3,167.0,23.0,1,581,True,False,3,2024-01-07,KR,JP,1902,144,147,0.0,8.0,True,False,False,True
pid_03187,seller_8983,Fashion,ExclusiveItems,178.56,3.6,3834,5,932.0,1.0,0,1943,True,False,1,2024-10-28,GB,FR,4571,620,341,3.0,18.0,False,False,False,False
pid_02242,seller_7222,Cosmetics,TrendSetter,15.87,3.3,0,1,38.0,35.0,1,5,False,True,2,2025-08-10,FR,DE,1486,51,41,0.0,7.0,True,False,False,True
pid_00108,seller_1712,Fashion,VehicleCare,68.72,3.9,491,4,20.0,27.0,1,1438,False,True,2,2025-03-20,CA,US,3430,377,146,0.0,7.0,True,True,True,False
pid_01225,seller_8802,Cosmetics,FashionForward,130.92,3.4,0,5,135.0,35.0,2,2777,True,True,2,2025-07-27,IN,DE,2310,77,78,0.0,15.0,False,False,False,True
pid_02101,seller_3521,Luxury Goods,BioMed Solutions,231.93,4.5,308,6,462.0,9.0,0,1673,True,False,4,2024-03-11,FR,KR,3813,327,246,3.0,7.0,False,False,False,False
pid_02262,seller_4653,Automotive,AutoParts Pro,149.65,4.2,1773,4,578.0,19.0,1,714,True,False,2,2024-01-27,FR,CA,567,76,13,1.0,16.0,True,False,False,False
pid_00718,seller_4493,Electronics,TrendSetter,124.44,4.0,0,3,484.0,34.0,2,922,False,True,4,2025-04-12,JP,AU,2990,365,65,2.0,6.0,True,False,False,False
pid_03822,seller_7683,Pharmaceuticals,PremiumCraft,166.29,3.1,0,4,181.0,20.0,3,5,True,True,1,2024-11-15,IN,US,69,9,2,2.0,0.0,True,False,True,True
pid_04846,seller_5916,Automotive,BioMed So1utions,113.01,3.7,2565,4,333.0,31.0,1,477,False,True,1,2024-08-20,FR,GB,3713,460,215,2.0,8.0,False,False,False,True
pid_04941,seller_6508,Luxury Goods,StyleHouse,134.72,3.2,754,3,20.0,14.0,2,495,False,False,3,2024-06-21,CA,AU,3535,497,18,2.0,9.0,True,False,False,False
pid_00314,seller_6238,Pharmaceuticals,MotorM@x,106.53,3.2,2907,4,390.0,21.0,3,298,True,False,1,2025-04-07,US,JP,1107,48,83,3.0,9.0,True,False,True,True
pid_01387,seller_7117,Electronics,ExclusiveItems,191.93,2.9,1396,5,159.0,12.0,0,1741,True,True,4,2024-06-04,IN,JP,50,1,3,2.0,25.0,True,False,False,False
pid_00037,seller_4694,Electronics,GlamourCo,241.98,4.2,1138,5,738.0,17.0,0,2053,True,True,3,2024-10-31,AU,GB,3556,205,67,1.0,13.0,False,False,False,False
pid_00276,seller_1816,Pharmaceuticals,BeautyLux,104.57,4.2,3512,6,366.0,17.0,0,1710,False,True,3,2024-09-19,IN,AU,882,41,11,3.0,15.0,False,False,False,False
pid_03495,seller_7653,Electronics,EliteDesign,228.17,4.7,3502,6,526.0,9.0,0,3054,True,True,5,2025-07-05,CN,JP,1544,190,93,3.0,8.0,False,False,False,False
pid_00021,seller_5832,Electronics,NaturalGlow,102.7,4.2,209,1,75.0,1.0,0,1429,True,False,5,2024-07-17,DE,CA,2254,103,94,2.0,10.0,True,True,False,False
pid_02959,seller_6105,Pharmaceuticals,NaturalGlow,354.59,4.7,5088,10,1125.0,1.0,0,2756,True,False,3,2025-12-12,GB,AU,3431,492,148,5.0,21.0,False,False,False,False
pid_01525,seller_8182,Fashion,VehicleC@re,179.94,4.5,0,3,392.0,9.0,0,284,True,False,2,2024-08-15,CN,CA,497,22,39,3.0,18.0,False,False,False,True
pid_02579,seller_2382,Cosmetics,CircuitMaster,145.74,3.8,4104,3,376.0,11.0,1,3141,True,False,1,2024-11-21,CA,FR,3079,100,59,0.0,17.0,True,False,True,False
pid_02776,seller_8288,Electronics,NaturalGlow,194.82,3.8,3003,1,502.0,23.0,0,841,True,False,4,2024-07-12,IN,DE,1371,101,7,2.0,16.0,True,False,False,True
pid_03849,seller_9243,Electronics,E1ectroMax,292.01,3.9,0,2,394.0,10.0,1,1044,True,True,1,2024-03-13,IN,IN,3446,260,166,0.0,13.0,False,False,False,True
pid_04794,seller_6571,Fashion,Exclusiv3Items,155.46,,0,1,103.0,7.0,0,2028,True,False,2,2025-12-08,GB,US,2289,325,159,2.0,6.0,False,False,False,True
pid_00161,seller_5142,Cosmetics,LuxuryBrand,117.4,4.3,1622,2,330.0,15.0,1,872,True,True,4,2024-03-09,KR,US,786,105,10,0.0,7.0,True,False,False,False
pid_02517,seller_4090,Luxury Goods,BioMed Solutions,246.81,2.5,618,1,50.0,14.0,2,538,False,True,1,2024-08-06,CN,GB,336,36,2,0.0,0.0,False,False,False,False
pid_00322,seller_3617,Cosmetics,WellnessLab,124.96,3.4,2016,2,667.0,24.0,0,2476,True,True,1,2024-03-24,CA,IN,3095,384,72,3.0,6.0,False,False,False,False
pid_00011,seller_2223,Automotive,CarTech,305.91,3.8,1681,3,516.0,6.0,1,1895,True,True,3,2025-06-06,AU,JP,3947,449,69,0.0,15.0,False,True,False,True
pid_02157,seller_2379,Fashion,ExclusiveItems,222.59,4.8,0,1,175.0,7.0,0,1387,True,False,4,2025-12-14,CN,CN,758,98,29,4.0,14.0,False,False,False,True
pid_02046,seller_6328,Electronics,TrendSetter,146.53,3.7,4294,5,482.0,12.0,1,556,True,True,4,2024-06-17,IN,GB,4425,57,123,0.0,27.0,False,False,False,False
pid_04403,seller_9996,Fashion,LuxuryBrand,161.4,4.5,4282,3,444.0,15.0,0,3744,True,True,4,2025-12-22,KR,GB,1779,78,121,2.0,14.0,False,False,False,False
pid_00763,seller_9721,Pharmaceuticals,Pur3Skin,158.19,3.7,1263,4,383.0,33.0,0,5,True,True,1,2025-06-20,CN,CA,1848,230,78,3.0,7.0,True,False,False,True
pid_02874,seller_9626,Pharmaceuticals,GlamourCo,109.82,3.9,2657,3,799.0,21.0,0,1729,False,False,4,2025-02-07,GB,DE,4152,135,178,0.0,6.0,False,False,False,False
pid_04983,seller_9097,Pharmaceuticals,ElectroMax,40.24,3.6,159,1,263.0,21.0,2,459,False,True,1,2024-09-20,GB,DE,2386,185,96,1.0,22.0,True,True,False,True
pid_02689,seller_4303,Fashion,FashionForward,161.98,4.5,410,1,653.0,18.0,0,2671,True,True,5,2024-08-11,FR,IN,2238,83,37,1.0,12.0,True,False,False,False
pid_02624,seller_4342,Fashion,Tr3ndSetter,301.78,4.2,3942,4,402.0,15.0,0,2655,False,False,1,2024-09-11,FR,IN,4533,557,167,4.0,15.0,False,False,True,True
pid_03286,seller_3074,Fashion,PremiumCraft,232.77,3.7,1510,4,687.0,11.0,0,739,True,True,3,2025-12-13,DE,KR,3593,102,123,1.0,31.0,True,False,False,False
pid_01653,seller_9295,Fashion,GlamourCo,104.84,5.0,4230,4,573.0,15.0,1,930,True,True,1,2025-07-05,US,CN,3384,89,161,2.0,10.0,False,True,True,False
pid_04877,seller_3869,Cosmetics,AutoParts Pro,137.08,2.5,2857,3,196.0,27.0,0,2300,False,True,2,2024-09-11,CA,FR,641,71,7,3.0,3.0,True,False,True,False
pid_04408,seller_3022,Fashion,BioMed Solutions,120.45,,1042,6,301.0,10.0,0,250,True,True,3,2025-11-28,JP,CN,3660,472,280,0.0,12.0,True,True,False,False
pid_04865,seller_8376,Cosmetics,HealthCare Plus,253.73,5.0,1032,7,635.0,1.0,0,3452,True,True,2,2025-05-09,AU,US,3950,537,67,3.0,33.0,True,False,True,True
pid_02902,seller_9001,Electronics,BioMed Solutions,150.88,4.5,4541,7,231.0,9.0,0,498,True,True,4,2024-02-10,CA,CA,4377,380,154,1.0,,False,False,True,False
pid_04332,seller_9021,Luxury Goods,MotorMax,191.13,4.4,338,4,378.0,11.0,1,460,True,False,2,2025-09-03,IN,US,3090,43,39,1.0,,True,False,False,False
pid_04747,seller_1166,Electronics,Cl@ssicWear,198.69,3.8,3978,4,745.0,9.0,1,590,False,False,2,2025-05-14,DE,CA,1101,162,25,3.0,9.0,False,False,False,True
pid_00957,seller_2176,Electronics,Dig1talPro,154.38,2.6,290,2,20.0,32.0,0,1046,False,True,2,2025-11-10,GB,FR,4268,600,195,0.0,6.0,False,False,True,True
pid_02263,seller_1057,Luxury Goods,EliteDesign,223.04,2.3,900,4,412.0,21.0,0,1761,True,False,3,2025-09-01,CN,US,4018,208,277,0.0,18.0,False,False,False,False
pid_03817,seller_8455,Pharmaceuticals,NaturalGlow,128.35,3.5,2695,3,158.0,23.0,2,2305,False,True,3,2024-12-25,IN,FR,4565,59,107,3.0,11.0,True,False,False,False
pid_01734,seller_4211,Electronics,E1iteDesign,222.42,4.1,5859,4,168.0,4.0,2,41,True,True,1,2024-06-25,GB,KR,3199,283,133,1.0,21.0,True,False,True,True
pid_03876,seller_8294,Electronics,StyleHouse,126.51,4.0,1450,4,414.0,7.0,2,5,True,True,1,2024-12-15,US,JP,606,44,29,2.0,12.0,False,False,False,False
pid_00019,seller_1334,Fashion,LuxuryBrand,101.45,4.3,0,1,275.0,18.0,2,2441,True,False,1,2025-05-13,US,US,4768,284,328,3.0,2.0,True,False,True,True
pid_00943,seller_1656,Pharmaceuticals,NaturalGlow,195.06,3.4,3816,5,359.0,9.0,0,3713,True,False,1,2025-03-19,DE,CN,3057,296,205,1.0,0.0,False,False,False,False
pid_01299,seller_3819,Cosmetics,LuxuryBr@nd,137.44,3.4,0,5,357.0,32.0,0,1626,False,True,1,2024-03-30,KR,DE,4724,565,336,4.0,9.0,False,False,False,True
pid_04592,seller_1969,Luxury Goods,NaturalGl0w,5.0,2.8,1420,1,238.0,10.0,2,5,True,False,3,2025-02-12,CN,GB,4142,375,287,0.0,0.0,True,False,False,True
pid_03005,seller_7658,Pharmaceuticals,HealthCare Plus,78.67,2.9,0,3,20.0,34.0,2,5,False,True,1,2024-10-03,GB,GB,2763,58,176,0.0,10.0,False,False,False,True
pid_03027,seller_6818,Cosmetics,AutoParts Pro,178.84,3.8,602,4,518.0,4.0,0,47,True,True,2,2025-08-23,KR,GB,3884,337,228,3.0,14.0,False,False,False,True
pid_03179,seller_5477,Cosmetics,CircuitMaster,5.0,4.0,0,1,171.0,33.0,2,5,False,False,2,2024-01-18,CA,JP,4250,471,283,1.0,2.0,False,True,True,True
pid_03747,seller_9148,Fashion,EliteDesign,280.68,3.0,3106,1,712.0,10.0,0,1833,True,True,3,2024-03-18,FR,FR,4856,287,372,4.0,7.0,True,True,False,False
pid_03484,seller_6133,Cosmetics,MotorMax,24.15,3.8,0,3,227.0,17.0,0,5,True,True,5,2025-09-17,US,US,4540,425,258,1.0,21.0,False,False,False,True
pid_03819,seller_3743,Luxury Goods,ClassicWear,141.57,4.4,0,1,241.0,,0,2835,True,True,4,2025-09-01,AU,GB,2372,251,95,3.0,9.0,False,False,False,True
pid_01364,seller_3821,Pharmaceuticals,Prem1umCraft,87.56,4.4,1593,1,164.0,9.0,0,1832,True,True,2,2025-04-20,DE,CN,3551,471,253,2.0,,False,False,True,False
pid_04543,seller_4139,Fashion,Be@utyLux,106.27,4.3,1344,6,299.0,1.0,1,2260,True,True,3,2025-04-17,FR,JP,918,82,53,4.0,12.0,False,False,False,True
pid_01922,seller_4930,Cosmetics,EliteDesign,185.56,3.7,5148,5,460.0,1.0,0,1744,True,False,4,2025-02-14,US,CA,2520,104,155,3.0,16.0,True,True,False,False
pid_00678,seller_9975,Automotive,GlamourCo,64.24,4.4,1597,6,513.0,6.0,0,2065,True,True,2,2024-09-11,GB,AU,1724,179,92,2.0,13.0,False,False,True,False
pid_03751,seller_6938,Automotive,TechCorp,180.89,4.1,1078,3,338.0,25.0,0,2299,True,True,2,2025-02-22,DE,FR,1323,194,50,2.0,14.0,True,False,False,True
pid_03369,seller_9486,Cosmetics,CarTech,295.97,4.9,5585,7,584.0,5.0,0,4000,True,False,6,2024-02-24,US,KR,4777,520,154,2.0,5.0,False,True,False,False
pid_04259,seller_1513,Fashion,AutoParts Pro,134.37,3.9,3165,5,341.0,44.0,0,518,False,False,2,2025-10-07,GB,KR,4971,129,313,5.0,9.0,True,False,False,False
pid_01729,seller_8585,Cosmetics,FashionForward,5.0,,0,5,50.0,8.0,2,5,True,True,1,2025-06-06,CA,GB,2373,228,56,3.0,13.0,True,False,False,False
